KEW_FAMILY_EXT,QUERY,KEW_GENUS_EXT
Rubiaceae,Portlandia,Portlandia
Rubiaceae,Posoqueria,Posoqueria
Rubiaceae,Posoria,Posoqueria
Rubiaceae,Potima,Faramea
Rubiaceae,Pouchetia,Pouchetia
Rubiaceae,Praravinia,Praravinia
Rubiaceae,Pravinaria,Pravinaria
Rubiaceae,Preussiodora,Preussiodora
Rubiaceae,Princea,Triainolepis
Rubiaceae,Prismatomeris,Prismatomeris
Rubiaceae,Pristidia,Gaertnera
Rubiaceae,Probletostemon,Tricalysia
Rubiaceae,Proscephaleium,Proscephaleium
Rubiaceae,Psathura,Psathura
Rubiaceae,Pseudaidia,Pseudaidia
Rubiaceae,Pseudixora,Anomanthodia
Rubiaceae,Pseudochimarrhis,Chimarrhis
Rubiaceae,Pseudocinchona,Corynanthe
Rubiaceae,Pseudodiplospora,Pseudodiplospora
Rubiaceae,Pseudogaillonia,Pseudogaillonia
Rubiaceae,Pseudogardenia,Pseudogardenia
Rubiaceae,Pseudohamelia,Pseudohamelia
Rubiaceae,Pseudomantalania,Pseudomantalania
Rubiaceae,Pseudomiltemia,Pseudomiltemia
Rubiaceae,Pseudomussaenda,Pseudomussaenda
Rubiaceae,Pseudonesohedyotis,Pseudonesohedyotis
Rubiaceae,Pseudopeponidium,Pyrostria
Rubiaceae,Pseudopyxis,Pseudopyxis
Rubiaceae,Pseudorachicallis,Arcytophyllum
Rubiaceae,Pseudorhachicallis,Arcytophyllum
Rubiaceae,Pseudosabicea,Pseudosabicea
Rubiaceae,Psilanthopsis,Coffea
Rubiaceae,Psilanthus,Psilanthus
Rubiaceae,Psilobium,Acranthera
Rubiaceae,Psilostoma,Canthium
Rubiaceae,Pstathura,Psathura
Rubiaceae,Psychotria,Psychotria
Rubiaceae,Psychotrophum,Psychotria
Rubiaceae,Psydrax,Psydrax
Rubiaceae,Psyllocarpus,Psyllocarpus
Rubiaceae,Pteridocalyx,Pteridocalyx
Rubiaceae,Pterogaillonia,Pterogaillonia
Rubiaceae,Pterostephus,Spermacoce
Rubiaceae,Ptychodea,Sipanea
Rubiaceae,Ptychostigma,Galiniera
Rubiaceae,Pubeta,Duroia
Rubiaceae,Pubistylus,Pubistylus
Rubiaceae,Putoria,Putoria
Rubiaceae,Pygmaeothamnus,Pygmaeothamnus
Rubiaceae,Pyragra,Pyragra
Rubiaceae,Pyrostria,Pyrostria
Rubiaceae,Quinquina,Cinchona
Rubiaceae,Rachicallis,Rhachicallis
Rubiaceae,Ramosmania,Ramosmania
Rubiaceae,Ramspekia,Posoqueria
Rubiaceae,Randia,Randia
Rubiaceae,Rangia,Randia
Rubiaceae,Raritebe,Raritebe
Rubiaceae,Ravnia,Ravnia
Rubiaceae,Razafimandimbisonia,Razafimandimbisonia
Rubiaceae,Readea,Readea
Rubiaceae,Relbunium,Relbunium
Rubiaceae,Remijia,Remijia
Rubiaceae,Renistipula,Renistipula
Rubiaceae,Rennellia,Rennellia
Rubiaceae,Restiaria,Uncaria
Rubiaceae,Retiniphyllum,Retiniphyllum
Rubiaceae,Rhabdostigma,Kraussia
Rubiaceae,Rhachicallis,Rhachicallis
Rubiaceae,Rhadinopus,Rhadinopus
Rubiaceae,Rhaphidura,Rhaphidura
Rubiaceae,Rhipidantha,Rhipidantha
Rubiaceae,Rhodopentas,Rhodopentas
Rubiaceae,Rhodostoma,Palicourea
Rubiaceae,Rhombospora,Greenea
Rubiaceae,Rhopalobrachium,Rhopalobrachium
Rubiaceae,Rhyssocarpus,Melanopsidium
Rubiaceae,Rhytidotus,Bobea
Rubiaceae,Ricardia,Richardia
Rubiaceae,Richardsonia,Richardia
Rubiaceae,Riodocea,Riodocea
Rubiaceae,Riqueuria,Riqueuria
Rubiaceae,Robbrechtia,Robbrechtia
Rubiaceae,Robynsia,Robynsia
Rubiaceae,Rogiera,Rogiera
Rubiaceae,Roigella,Roigella
Rubiaceae,Rojoc,Morinda
Rubiaceae,Ronabea,Psychotria
Rubiaceae,Ronabia,Psychotria
Rubiaceae,Rondeletia,Rondeletia
Rubiaceae,Rosea,Tricalysia
Rubiaceae,Rosenbergiodendron,Randia
Rubiaceae,Rotheria,Cruckshanksia
Rubiaceae,Rothmannia,Rothmannia
Rubiaceae,Rovaeanthus,Rovaeanthus
Rubiaceae,Rubia,Rubia
Rubiaceae,Rubioides,Opercularia
Rubiaceae,Rubovietnamia,Rubovietnamia
Rubiaceae,Rudgea,Rudgea
Rubiaceae,Rustia,Rustia
Rubiaceae,Rutidea,Rutidea
Rubiaceae,Rytidea,Rutidea
Rubiaceae,Rytidotus,Bobea
Rubiaceae,Rytigynia,Rytigynia
Rubiaceae,Sabicea,Sabicea
Rubiaceae,Sacconia,Chione
Rubiaceae,Sacosperma,Sacosperma
Rubiaceae,Sahlbergia,Gardenia
Rubiaceae,Saldanha,Hillia
Rubiaceae,Saldinia,Saldinia
Rubiaceae,Salzmannia,Salzmannia
Rubiaceae,Santalina,Tarenna
Rubiaceae,Saprosma,Saprosma
Rubiaceae,Sarcocephalus,Sarcocephalus
Rubiaceae,Sarcopygme,Sarcopygme
Rubiaceae,Sardinia,Guettarda
Rubiaceae,Sarissus,Hydrophylax
Rubiaceae,Scepseothamnus,Alibertia
Rubiaceae,Schachtia,Schachtia
Rubiaceae,Schenckia,Deppea
Rubiaceae,Schetti,Ixora
Rubiaceae,Schismatoclada,Schismatoclada
Rubiaceae,Schizangium,Mitracarpus
Rubiaceae,Schizenterospermum,Schizenterospermum
Rubiaceae,Schizocolea,Schizocolea
Rubiaceae,Schizomussaenda,Mussaenda
Rubiaceae,Schizospermum,Cremaspora
Rubiaceae,Schmidtottia,Schmidtottia
Rubiaceae,Schreibersia,Augusta
Rubiaceae,Schumanniophyton,Schumanniophyton
Rubiaceae,Schwendenera,Schwendenera
Rubiaceae,Schwenkfelda,Sabicea
Rubiaceae,Schwenkfeldia,Sabicea
Rubiaceae,Sclerococcus,Hedyotis
Rubiaceae,Scleromitrion,Hedyotis
Rubiaceae,Scolosanthus,Scolosanthus
Rubiaceae,Scyphiphora,Scyphiphora
Rubiaceae,Scyphochlamys,Scyphochlamys
Rubiaceae,Scyphostachys,Scyphostachys
Rubiaceae,Sericanthe,Sericanthe
Rubiaceae,Serissa,Serissa
Rubiaceae,Sestinia,Wendlandia
Rubiaceae,Shaferocharis,Shaferocharis
Rubiaceae,Sherardia,Sherardia
Rubiaceae,Sherbournia,Sherbournia
Rubiaceae,Sicelium,Coccocypselum
Rubiaceae,Sickingia,Simira
Rubiaceae,Siderobombyx,Siderobombyx
Rubiaceae,Siderodendrum,Ixora
Rubiaceae,Sideroxyloides,Ixora
Rubiaceae,Siemensia,Siemensia
Rubiaceae,Simira,Simira
Rubiaceae,Sinoadina,Sinoadina
Rubiaceae,Sipanea,Sipanea
Rubiaceae,Sipaneopsis,Sipaneopsis
Rubiaceae,Siphomeris,Paederia
Rubiaceae,Siphonandrium,Siphonandrium
Rubiaceae,Solenandra,Exostema
Rubiaceae,Solenixora,Coffea
Rubiaceae,Sommera,Sommera
Rubiaceae,Spallanzania,Mussaenda
Rubiaceae,Spathichlamys,Spathichlamys
Rubiaceae,Spermacoce,Spermacoce
Rubiaceae,Spermacoceodes,Spermacoce
Rubiaceae,Spermacon,Spermacoce
Rubiaceae,Spermadictyon,Spermadictyon
Rubiaceae,Sphaerophora,Morinda
Rubiaceae,Sphinctanthus,Sphinctanthus
Rubiaceae,Spicillaria,Hypobathrum
Rubiaceae,Spiradiclis,Spiradiclis
Rubiaceae,Sprucea,Simira
Rubiaceae,Squamellaria,Squamellaria
Rubiaceae,Stachyarrhena,Stachyarrhena
Rubiaceae,Stachyococcus,Stachyococcus
Rubiaceae,Staelia,Staelia
Rubiaceae,Standleya,Standleya
Rubiaceae,Stannia,Posoqueria
Rubiaceae,Staurospermum,Mitracarpus
Rubiaceae,Steenisia,Steenisia
Rubiaceae,Stelechantha,Stelechantha
Rubiaceae,Stellix,Psychotria
Rubiaceae,Stelmanis,Hedyotis
Rubiaceae,Stelmotis,Hedyotis
Rubiaceae,Stenaria,Houstonia
Rubiaceae,Stenosepala,Stenosepala
Rubiaceae,Stenostomum,Antirhea
Rubiaceae,Stenotis,Stenotis
Rubiaceae,Stephanium,Palicourea
Rubiaceae,Stephanococcus,Stephanococcus
Rubiaceae,Stephegyne,Mitragyna
Rubiaceae,Steudelago,Exostema
Rubiaceae,Stevensia,Stevensia
Rubiaceae,Steyermarkia,Steyermarkia
Rubiaceae,Stichianthus,Stichianthus
Rubiaceae,Stigmanthus,Morinda
Rubiaceae,Stigmatanthus,Morinda
Rubiaceae,Stomandra,Stomandra
Rubiaceae,Straussia,Psychotria
Rubiaceae,Streblosa,Streblosa
Rubiaceae,Streblosiopsis,Streblosiopsis
Rubiaceae,Strempelia,Psychotria
Rubiaceae,Striolaria,Striolaria
Rubiaceae,Strumpfia,Strumpfia
Rubiaceae,Stylocoryna,Aidia
Rubiaceae,Stylocoryne,Aidia
Rubiaceae,Stylosiphonia,Stylosiphonia
Rubiaceae,Suberanthus,Suberanthus
Rubiaceae,Sukunia,Sukunia
Rubiaceae,Sulipa,Gardenia
Rubiaceae,Sulitia,Sulitia
Rubiaceae,Sulzeria,Faramea
Rubiaceae,Suteria,Psychotria
Rubiaceae,Sykesia,Gaertnera
Rubiaceae,Symphyllarion,Hedyotis
Rubiaceae,Synaptantha,Synaptantha
Rubiaceae,Synisoon,Retiniphyllum
Rubiaceae,Syringantha,Syringantha
Rubiaceae,Tamatavia,Chapelieria
Rubiaceae,Tamilnadia,Tamilnadia
Rubiaceae,Tammsia,Tammsia
Rubiaceae,Tamridaea,Tamridaea
Rubiaceae,Tangaraca,Hamelia
Rubiaceae,Tapanhuacanga,Tapanhuacanga
Rubiaceae,Tapesia,Hamelia
Rubiaceae,Tapinopentas,Otomeria
Rubiaceae,Tapiphyllum,Tapiphyllum
Rubiaceae,Tapogomea,Psychotria
Rubiaceae,Taramea,Faramea
Rubiaceae,Tardavel,Spermacoce
Rubiaceae,Tarenna,Tarenna
Rubiaceae,Tarennoidea,Tarennoidea
Rubiaceae,Teinosolen,Heterophyllaea
Rubiaceae,Temnocalyx,Temnocalyx
Rubiaceae,Temnopteryx,Temnopteryx
Rubiaceae,Tennantia,Tennantia
Rubiaceae,Tepesia,Hamelia
Rubiaceae,Terebraria,Neolaugeria
Rubiaceae,Tertrea,Machaonia
Rubiaceae,Tessiera,Spermacoce
Rubiaceae,Tetralopha,Gynochthodes
Rubiaceae,Tetraplasia,Damnacanthus
Rubiaceae,Thamnoldenlandia,Thamnoldenlandia
Rubiaceae,Thecagonum,Oldenlandia
Rubiaceae,Thecorchus,Thecorchus
Rubiaceae,Theyodis,Oldenlandia
Rubiaceae,Thieleodoxa,Alibertia
Rubiaceae,Thiersia,Faramea
Rubiaceae,Thiollierea,Bikkia
Rubiaceae,Thogsennia,Thogsennia
Rubiaceae,Thouarsiora,Ixora
Rubiaceae,Thunbgeria,Gardenia
Rubiaceae,Thyridocalyx,Thyridocalyx
Rubiaceae,Thysanospermum,Coptosapelta
Rubiaceae,Timonius,Timonius
Rubiaceae,Tinadendron,Tinadendron
Rubiaceae,Tobagoa,Tobagoa
Rubiaceae,Tocoyena,Tocoyena
Rubiaceae,Tontanea,Coccocypselum
Rubiaceae,Tortuella,Tortuella
Rubiaceae,Tournefortiopsis,Guettarda
Rubiaceae,Trailliaedoxa,Trailliaedoxa
Rubiaceae,Tresanthera,Tresanthera
Rubiaceae,Trevirania,Psychotria
Rubiaceae,Triainolepis,Triainolepis
Rubiaceae,Tribrachya,Rennellia
Rubiaceae,Tricalysia,Tricalysia
Rubiaceae,Trichogalium,Galium
Rubiaceae,Trichostachys,Trichostachys
Rubiaceae,Triflorensia,Triflorensia
Rubiaceae,Trigonopyren,Psychotria
Rubiaceae,Trisciadia,Coelospermum
Rubiaceae,Trukia,Trukia
Rubiaceae,Tsiangia,Tsiangia
Rubiaceae,Ucriana,Ucriana
Rubiaceae,Uncariopsis,Schradera
Rubiaceae,Uncinaria,Uncaria
Rubiaceae,Uragoga,Psychotria
Rubiaceae,Urceolaria,Schradera
Rubiaceae,Urophyllum,Urophyllum
Rubiaceae,Uruparia,Uncaria
Rubiaceae,Vaillantia,Valantia
Rubiaceae,Valantia,Valantia
Rubiaceae,Vanessa,Manettia
Rubiaceae,Vangueria,Vangueria
Rubiaceae,Vangueriella,Vangueriella
Rubiaceae,Vangueriopsis,Vangueriopsis
Rubiaceae,Varnera,Gardenia
Rubiaceae,Vavanga,Vangueria
Rubiaceae,Versteegia,Versteegia
Rubiaceae,Verulamia,Pavetta
Rubiaceae,Vidalasia,Vidalasia
Rubiaceae,Vignaldia,Pentas
Rubiaceae,Vignaudia,Pentas
Rubiaceae,Villaria,Villaria
Rubiaceae,Virectaria,Virectaria
Rubiaceae,Viscoides,Psychotria
Rubiaceae,Vissadali,Knoxia
Rubiaceae,Voigtia,Bathysa
Rubiaceae,Warburgina,Callipeltis
Rubiaceae,Warneria,Gardenia
Rubiaceae,Warszewiczia,Warszewiczia
Rubiaceae,Watsonamra,Pentagonia
Rubiaceae,Wendlandia,Wendlandia
Rubiaceae,Wernhamia,Wernhamia
Rubiaceae,Wiasemskya,Wiasemskya
Rubiaceae,Wiegmannia,Hedyotis
Rubiaceae,Wigmannia,Hedyotis
Rubiaceae,Willdenovia,Rondeletia
Rubiaceae,Williamsia,Praravinia
Rubiaceae,Wittmackanthus,Wittmackanthus
Rubiaceae,Wittmannia,Vangueria
Rubiaceae,Xanthophytopsis,Xanthophytum
Rubiaceae,Xanthophytum,Xanthophytum
Rubiaceae,Xantonnea,Xantonnea
Rubiaceae,Xantonneopsis,Xantonneopsis
Rubiaceae,Xerococcus,Hoffmannia
Rubiaceae,Xeromphis,Catunaregam
Rubiaceae,Yangapa,Gardenia
Rubiaceae,Yutajea,Yutajea
Rubiaceae,Zalmaria,Rondeletia
Rubiaceae,Zamaria,Rondeletia
Rubiaceae,Zeuxanthe,Prismatomeris
Rubiaceae,Zuccarinia,Zuccarinia
Rubiaceae,Zwaardekronia,Psychotria
Rubiaceae,Zygoon,Tarenna
Ruscaceae,Danae,Danae
Ruscaceae,Ruscus,Ruscus
Ruscaceae,Semele,Semele
Rutaceae,Bauerella,Acronychia
Rutaceae,Moniera,Monnieria
Rutaceae,Erythrochiton,Erythrochiton
Rutaceae,Macrostylis,Macrostylis
Rutaceae,Spiranthera,Spiranthera
Rutaceae,Tetradium,Tetradium
Rutaceae,Achuaria,Achuaria
Rutaceae,Acmadenia,Acmadenia
Rutaceae,Acradenia,Acradenia
Rutaceae,Acronychia,Acronychia
Rutaceae,Adenandra,Adenandra
Rutaceae,Adiscanthus,Adiscanthus
Rutaceae,Aegle,Aegle
Rutaceae,Aeglopsis,Aeglopsis
Rutaceae,Afraegle,Afraegle
Rutaceae,Afraurantium,Afraurantium
Rutaceae,Agathosma,Agathosma
Rutaceae,Almeidea,Almeidea
Rutaceae,Ampacus,Ampacus
Rutaceae,Amyris,Amyris
Rutaceae,Andreadoxa,Andreadoxa
Rutaceae,Angostura,Angostura
Rutaceae,Anisifolium,Anisifolium
Rutaceae,Anquetilia,Anquetilia
Rutaceae,Apocaulon,Apocaulon
Rutaceae,Araliopsis,Araliopsis
Rutaceae,Asterolasia,Asterolasia
Rutaceae,Astrophyllum,Choisya
Rutaceae,Atalantia,Atalantia
Rutaceae,Aulacia,Aulacia
Rutaceae,Balfourodendron,Balfourodendron
Rutaceae,Balsamocitrus,Balsamocitrus
Rutaceae,Barosma,Agathosma
Rutaceae,Blackburnia,Blackburnia
Rutaceae,Boenninghausenia,Boenninghausenia
Rutaceae,Boninia,Boninia
Rutaceae,Boronella,Boronella
Rutaceae,Boronia,Boronia
Rutaceae,Bosistoa,Bosistoa
Rutaceae,Bouchardatia,Bouchardatia
Rutaceae,Bouzetia,Bouzetia
Rutaceae,Boymia,Boymia
Rutaceae,Brombya,Brombya
Rutaceae,Bucco,Bucco
Rutaceae,Burkillanthus,Burkillanthus
Rutaceae,Calodendrum,Calodendrum
Rutaceae,Casimiroa,Casimiroa
Rutaceae,Chalcas,Murraya
Rutaceae,Chloroxylon,Chloroxylon
Rutaceae,Choisya,Choisya
Rutaceae,Choribena,Choribena
Rutaceae,Chorilaena,Chorilaena
Rutaceae,Citreum,Citreum
Rutaceae,Citroncirus,Citroncirus
Rutaceae,Citropsis,Citropsis
Rutaceae,Citrus,Citrus
Rutaceae,Clausena,Clausena
Rutaceae,Clausenopsis,Fagaropsis
Rutaceae,Clymenia,Clymenia
Rutaceae,Cneoridium,Cneoridium
Rutaceae,Coleonema,Coleonema
Rutaceae,Colythrum,Colythrum
Rutaceae,Comoroa,Teclea
Rutaceae,Comptonella,Comptonella
Rutaceae,Conchocarpus,Conchocarpus
Rutaceae,Coombea,Coombea
Rutaceae,Correa,Correa
Rutaceae,Crossosperma,Crossosperma
Rutaceae,Crowea,Crowea
Rutaceae,Cusparia,Angostura
Rutaceae,Cyanothamnus,Cyanothamnus
Rutaceae,Decagonocarpus,Decagonocarpus
Rutaceae,Decatropis,Decatropis
Rutaceae,Decazyx,Decazyx
Rutaceae,Dendrosma,Dendrosma
Rutaceae,Desmotes,Desmotes
Rutaceae,Dichosma,Dichosma
Rutaceae,Dictamnus,Dictamnus
Rutaceae,Dictyoloma,Dictyoloma
Rutaceae,Dinosperma,Dinosperma
Rutaceae,Diomma,Spathelia
Rutaceae,Diosma,Diosma
Rutaceae,Diphasia,Diphasia
Rutaceae,Diphasiopsis,Diphasiopsis
Rutaceae,Diplolaena,Diplolaena
Rutaceae,Drummondita,Drummondita
Rutaceae,Duncania,Duncania
Rutaceae,Dutailliopsis,Dutailliopsis
Rutaceae,Dutaillyea,Dutaillyea
Rutaceae,Echinocitrus,Echinocitrus
Rutaceae,Empleuridium,Empleuridium
Rutaceae,Empleurum,Empleurum
Rutaceae,Eremocitrus,Eremocitrus
Rutaceae,Eriostemon,Eriostemon
Rutaceae,Ertela,Monnieria
Rutaceae,Esenbeckia,Esenbeckia
Rutaceae,Euchaetis,Euchaetis
Rutaceae,Euodia,Euodia
Rutaceae,Euxylophora,Euxylophora
Rutaceae,Evodia,Euodia
Rutaceae,Evodiella,Evodiella
Rutaceae,Fagara,Zanthoxylum
Rutaceae,Fagarastrum,Fagarastrum
Rutaceae,Fagaropsis,Fagaropsis
Rutaceae,Feronia,Limonia
Rutaceae,Feroniella,Feroniella
Rutaceae,Flindersia,Flindersia
Rutaceae,Fortunella,Fortunella
Rutaceae,Galipea,Galipea
Rutaceae,Geijera,Geijera
Rutaceae,Geleznowia,Geleznowia
Rutaceae,Glycosmis,Glycosmis
Rutaceae,Halfordia,Halfordia
Rutaceae,Haplophyllum,Haplophyllum
Rutaceae,Helietta,Helietta
Rutaceae,Hesperethusa,Naringi
Rutaceae,Hormopetalum,Hormopetalum
Rutaceae,Hortia,Hortia
Rutaceae,Humblotidendron,Humblotidendron
Rutaceae,Humblotiodendron,Vepris
Rutaceae,Hunsteinia,Hunsteinia
Rutaceae,Huonia,Huonia
Rutaceae,Ivodea,Ivodea
Rutaceae,Kodalyodendron,Kodalyodendron
Rutaceae,Lacuris,Lacuris
Rutaceae,Lavanga,Lavanga
Rutaceae,Leionema,Leionema
Rutaceae,Leptothyrsa,Leptothyrsa
Rutaceae,Limnocitrus,Limnocitrus
Rutaceae,Limonia,Limonia
Rutaceae,Lubaria,Lubaria
Rutaceae,Luerssenidendron,Acradenia
Rutaceae,Lunasia,Lunasia
Rutaceae,Luvunga,Luvunga
Rutaceae,Maclurodendron,Maclurodendron
Rutaceae,Malacoxylum,Malacoxylum
Rutaceae,Malnaregam,Malnaregam
Rutaceae,Medicosma,Medicosma
Rutaceae,Megastigma,Megastigma
Rutaceae,Melicope,Melicope
Rutaceae,Merope,Merope
Rutaceae,Merrillia,Merrillia
Rutaceae,Metrodorea,Metrodorea
Rutaceae,Microcitrus,Microcitrus
Rutaceae,Microcybe,Microcybe
Rutaceae,Micromelum,Micromelum
Rutaceae,Monanthocitrus,Monanthocitrus
Rutaceae,Monnieria,Monnieria
Rutaceae,Muiriantha,Muiriantha
Rutaceae,Murraea,Murraea
Rutaceae,Murraya,Murraya
Rutaceae,Myllanthus,Raputia
Rutaceae,Myrtopsis,Myrtopsis
Rutaceae,Naringi,Naringi
Rutaceae,Naudinia,Naudinia
Rutaceae,Nematolepis,Nematolepis
Rutaceae,Neobyrnesia,Neobyrnesia
Rutaceae,Neoraputia,Raputia
Rutaceae,Neoschmidia,Neoschmidia
Rutaceae,Nimbo,Nimbo
Rutaceae,Nycticalanthus,Nycticalanthus
Rutaceae,Ochroxylum,Ochroxylum
Rutaceae,Oricia,Oricia
Rutaceae,Oriciopsis,Oriciopsis
Rutaceae,Orixa,Orixa
Rutaceae,Oxanthera,Oxanthera
Rutaceae,Ozophyllum,Ozophyllum
Rutaceae,Pagetia,Bosistoa
Rutaceae,Pamburus,Pamburus
Rutaceae,Paramignya,Paramignya
Rutaceae,Paramigyna,Paramigyna
Rutaceae,Pelea,Melicope
Rutaceae,Peltostigma,Peltostigma
Rutaceae,Pentaceras,Pentaceras
Rutaceae,Pentanome,Pentanome
Rutaceae,Perryodendron,Perryodendron
Rutaceae,Phebalium,Phebalium
Rutaceae,Phellodendron,Phellodendron
Rutaceae,Philotheca,Philotheca
Rutaceae,Phyllosma,Phyllosma
Rutaceae,Picrella,Picrella
Rutaceae,Pilocarpus,Pilocarpus
Rutaceae,Pitavia,Pitavia
Rutaceae,Pitaviaster,Pitaviaster
Rutaceae,Platydesma,Platydesma
Rutaceae,Pleiococca,Acronychia
Rutaceae,Pleiospermium,Pleiospermium
Rutaceae,Plethadenia,Plethadenia
Rutaceae,Pleurandropsis,Asterolasia
Rutaceae,Pleurocitrus,Citrus
Rutaceae,Polyaster,Polyaster
Rutaceae,Polycyema,Polycyema
Rutaceae,Pomphidea,Ravenia
Rutaceae,Poncirus,Poncirus
Rutaceae,Pseudaegle,Pseudaegle
Rutaceae,Pseudiosma,Pseudiosma
Rutaceae,Psilopeganum,Psilopeganum
Rutaceae,Ptelea,Ptelea
Rutaceae,Pterota,Pterota
Rutaceae,Rabelaisia,Lunasia
Rutaceae,Raputia,Raputia
Rutaceae,Raputiarana,Raputia
Rutaceae,Rauia,Rauia
Rutaceae,Raulinoa,Raulinoa
Rutaceae,Ravenia,Ravenia
Rutaceae,Raveniopsis,Raveniopsis
Rutaceae,Reputia,Reputia
Rutaceae,Rhadinothamnus,Rhadinothamnus
Rutaceae,Rossenia,Rossenia
Rutaceae,Rossittia,Rossittia
Rutaceae,Ruta,Ruta
Rutaceae,Rutaneblina,Rutaneblina
Rutaceae,Rutosma,Thamnosma
Rutaceae,Sanfordia,Sanfordia
Rutaceae,Sarcomelicope,Sarcomelicope
Rutaceae,Schimmelia,Schimmelia
Rutaceae,Sclerostylis,Sclerostylis
Rutaceae,Severinia,Severinia
Rutaceae,Sheilanthera,Sheilanthera
Rutaceae,Sigmatanthus,Raputia
Rutaceae,Skimmia,Skimmia
Rutaceae,Sohnreyia,Sohnreyia
Rutaceae,Spathelia,Spathelia
Rutaceae,Stauranthus,Stauranthus
Rutaceae,Swinglea,Swinglea
Rutaceae,Systemon,Systemon
Rutaceae,Taravalia,Taravalia
Rutaceae,Teclea,Teclea
Rutaceae,Tecleopsis,Vepris
Rutaceae,Terminthodia,Tetractomia
Rutaceae,Terpnanthus,Terpnanthus
Rutaceae,Tetractomia,Tetractomia
Rutaceae,Thamnosma,Thamnosma
Rutaceae,Thoreldora,Glycosmis
Rutaceae,Ticorea,Ticorea
Rutaceae,Toddalia,Toddalia
Rutaceae,Toddaliopsis,Toddaliopsis
Rutaceae,Toxosiphon,Toxosiphon
Rutaceae,Tractocopevodia,Tractocopevodia
Rutaceae,Triphasia,Triphasia
Rutaceae,Urocarpus,Urocarpus
Rutaceae,Vepris,Vepris
Rutaceae,Wenzelia,Wenzelia
Rutaceae,Xanthophyllon,Xanthophyllon
Rutaceae,Xanthoxylon,Xanthoxylon
Rutaceae,Zanthoxylum,Zanthoxylum
Rutaceae,Zieria,Zieria
Rutaceae,Zieridium,Euodia
Rutenbergiaceae,Neorutenbergia,Neorutenbergia
Rutenbergiaceae,Rutenbergia,Rutenbergia
Sabiaceae,Androglossa,Androglossa
Sabiaceae,Lorenzanea,Lorenzanea
Sabiaceae,Sabia,Sabia
Saccifoliaceae,Saccifolium,Saccifolium
Salicaceae,Balsamiflua,Balsamiflua
Salicaceae,Chosenia,Salix
Salicaceae,Macrothumia,Macrothumia
Salicaceae,Monilistus,Monilistus
Salicaceae,Nectopix,Nectopix
Salicaceae,Oisodix,Oisodix
Salicaceae,Pleiarina,Pleiarina
Salicaceae,Populus,Populus
Salicaceae,Ripsoctis,Ripsoctis
Salicaceae,Sadymia,Sadymia
Salicaceae,Salix,Salix
Salicaceae,Stachycrater,Stachycrater
Salicaceae,Toisochosenia,Toisochosenia
Salicaceae,Turanga,Turanga
Salicaceae,Vetrix,Vetrix
Salvadoraceae,Actegeton,Azima
Salvadoraceae,Azima,Azima
Salvadoraceae,Dobera,Dobera
Salvadoraceae,Monebia,Azima
Salvadoraceae,Monetia,Monetia
Salvadoraceae,Platymitium,Dobera
Salvadoraceae,Salvadora,Salvadora
Salvadoraceae,Tomex,Dobera
Salviniaceae,Carpanthus,Carpanthus
Salviniaceae,Marsilaea,Salvinia
Salviniaceae,Salvinia,Salvinia
Santalaceae,Fusanus,Colpoon
Santalaceae,Fusanus,Santalum
Santalaceae,Henslowia,Dendrotrophe
Santalaceae,Leptomeria,Leptomeria
Santalaceae,Phacellaria,Phacellaria
Santalaceae,Razoumofskya,Razoumofskya
Santalaceae,Acanthosyris,Acanthosyris
Santalaceae,Amphorogyne,Amphorogyne
Santalaceae,Anthobolus,Anthobolus
Santalaceae,Arjona,Arjona
Santalaceae,Austroamericium,Thesium
Santalaceae,Buckleya,Buckleya
Santalaceae,Cervantesia,Cervantesia
Santalaceae,Choretrum,Choretrum
Santalaceae,Chrysothesium,Chrysothesium
Santalaceae,Cladomyza,Cladomyza
Santalaceae,Colpoon,Colpoon
Santalaceae,Comandra,Comandra
Santalaceae,Daenikera,Daenikera
Santalaceae,Darbya,Nestronia
Santalaceae,Dendromyza,Dendromyza
Santalaceae,Dendrotrophe,Dendrotrophe
Santalaceae,Dufrenoya,Dufrenoya
Santalaceae,Elaphanthera,Elaphanthera
Santalaceae,Eucarya,Santalum
Santalaceae,Exocarpos,Exocarpos
Santalaceae,Geocaulon,Geocaulon
Santalaceae,Hylomyza,Hylomyza
Santalaceae,Iodina,Iodina
Santalaceae,Jodina,Jodina
Santalaceae,Kunkeliella,Kunkeliella
Santalaceae,Mida,Mida
Santalaceae,Myoschilos,Myoschilos
Santalaceae,Nanodea,Nanodea
Santalaceae,Nestronia,Nestronia
Santalaceae,Okoubaka,Okoubaka
Santalaceae,Omphacomeria,Omphacomeria
Santalaceae,Osyridicarpos,Osyridicarpos
Santalaceae,Osyridocarpos,Osyridocarpos
Santalaceae,Osyris,Osyris
Santalaceae,Pilgerina,Pilgerina
Santalaceae,Pyrularia,Pyrularia
Santalaceae,Quinchamalium,Quinchamalium
Santalaceae,Rhinostegia,Rhinostegia
Santalaceae,Rhoiacarpos,Rhoiacarpos
Santalaceae,Santalum,Santalum
Santalaceae,Scleromelum,Scleropyrum
Santalaceae,Scleropyrum,Scleropyrum
Santalaceae,Sirium,Sirium
Santalaceae,Sphaerocarya,Sphaerocarya
Santalaceae,Spirogardnera,Spirogardnera
Santalaceae,Staufferia,Staufferia
Santalaceae,Thesidium,Thesidium
Santalaceae,Thesion,Thesion
Santalaceae,Thesium,Thesium
